,budget,genres,id,keywords,title,overview,popularity,production,runtime,tagline,vote_average,vote_count
3124,0,drama  horror  thriller,49787,boat  boat accident  underwater  shark  great white shark,the reef,A great white shark hunts the crew of a capsized sailboat along the Great Barrier Reef ,7.245108,lightning entertainment  screen australia  screen nsw  prodigymovies  mysterious light,94.0,pray that you drown first,5.4,130
3132,0,comedy  romance,42057,london england  indian lead  murder  matchmaking  ghost  woman director,hai marjawaan ,Indian mother Mrs Sethi s  Azmi  obsession with marrying off her daughter turns murderous  With jokes that routinely miss the mark and cringeworthy slapstick  this black comedy farce shouldn t work  Somehow  though  it does   c  Empire Magazine,1.259968,studio 18  bend it films  indian film company,99.0,finding the right man can be murder,4.3,9
3138,10000000,drama  action  comedy  western,43090,gunslinger  bounty hunter  blacksmith  duel  wild west,gunless,A quiet and peaceful community in the Dominion of Canada is shaken up by the arrival of a wounded and stinky gun toting American cowboy  simply known as The Montana Kid  wanted for the alleged killing of seven men  A subsequent clarification reveals that his real name is Sean Rafferty  and he admits to killing  not seven  but eleven men  Things only get worse after Sean gets in the bad books of the local militia  and with armed bounty hunters hot on his trail  challenges the local unarmed blacksmith  Jack Smith  to a duel   wild west style  Written by rAjOo,3.753703,rhombus media  téléfilm canada  the harold greenberg fund  brightlight pictures  alliance films  astral media  corus entertainment  gunless productions,89.0,fastest draw in the north    kinda ,6.7,27
3139,9500000,comedy,16614,comedy  cheating on partner  amusement park  summer job  carny  marijuana joint  baldness  picking one s nose  reckless driving  reconciliation  pushing a car  marijuana pipe  ticket booth  scene  raised middle finger  job seeking  leaving home  drugged cookie  duringcreditsstinger  young adult  1980s,adventureland,In the summer of 1987  a college graduate takes a  nowhere  job at his local amusement park  only to find it s the perfect course to get him prepared for the real world ,19.978021,miramax films  sidney kimmel entertainment  this is that productions,107.0,nothing brings people together like a crappy summer job ,6.4,737
3143,9500000,action  thriller  adventure,667,london england  japan  england  assassination  helicopter  vulkan  assassin  asia  secret identity  nasa  island  russia  missile  war ship  ninja fighter  secret base  secret mission  secret organization  secret intelligence service  phantom  villain  sumo ringer  volcano  funeral  space  soldier  killer  secret service  blast,you only live twice,A mysterious space craft kidnaps a Russian and American space capsule and brings the world on the verge of another World War  James Bond investigates the case in Japan and meets with his archenemy Blofeld  The fifth film from the legendary James Bond series starring Sean Connery as the British super agent ,28.675891,eon productions,117.0,you only live twice   and twice is the only way to live ,6.5,531
3149,12899867,comedy  drama  romance,219,child abuse  rape  fire  sexual abuse  madrid  secret  return  solidarity  village  superstition  crime  death  ghost  abusive father,volver,Raimunda  Penélope Cruz  works and lives Madrid with her husband Paco and daughter Paula  Her sister Sole  Lola Dueñas  lives nearby and they both miss their mother Irene  Carmen Maura   who died several years ago in a house fire along with their father  A former neighbor from their hometown reports that she has seen the ghost of Irene and both daughters do not believe her  After a murder and a family tragedy  Irene s spirit materializes around her daughters to help comfort them ,19.747809,el deseo,121.0,return ,7.3,406
3151,10000000,action  comedy  thriller,22820,writing  plagiarism  independent film  homeschooling  aftercreditsstinger  duringcreditsstinger,gentlemen broncos,A teenager attends a fantasy writers  convention where he discovers his idea has been stolen by an established novelist ,3.193777,,89.0,oinus  ainous  anous  odious ,6.2,51
3156,0,drama  comedy  family,66125,1970s  human animal relationship  australia  grief  search  dog  death  mourning  based on true events  australian outback  dog missing,red dog,Based on the legendary true story of the Red Dog who united a disparate local community while roaming the Australian outback in search of his long lost master ,5.499412,screen australia  endymion films  screenwest  essential entertainment  woss group film productions  the south australian film corporation,92.0,he s been everywhere mate ,7.1,83
3158,11000000,horror  action  thriller  science fiction,348,android  countdown  space marine  space suit  beheading  dystopia  biology  cowardice  spaceship  space  alien  female protagonist  outer space  parasite  h  r  giger  xenomorph,alien,During its return to the earth  commercial spaceship Nostromo intercepts a distress signal from a distant planet  When a three member team of the crew discovers a chamber containing thousands of eggs on the planet  a creature inside one of the eggs attacks an explorer  The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed ,94.184658,twentieth century fox film corporation  brandywine productions,117.0,in space no one can hear you scream ,7.9,4470
3162,5500000,adventure  action  thriller,660,paris  florida  fighter pilot  sanatorium  secret organization  nuclear missile  coral reef  bahamas  scuba diving  scuba  british secret service,thunderball,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons  The secret service sends James Bond to the Bahamas to once again save the world ,31.036,eon productions  metro goldwyn mayer  mgm ,130.0,look up   look down   look out ,6.5,562
3163,10000000,horror  comedy  science fiction,68684,high school  murder  slasher  horror spoof,detention,As a killer named Cinderhella stalks the student body at the high school in Grizzly Lake  a group of co eds band together to survive while they re all serving detention ,10.424596,detention films,93.0,cancel your future,5.7,129
3165,9000000,drama  action  crime,9400,single parent  bank robber  last chance  los angeles,set it off,Four black women  all of whom have suffered for lack of money and at the hands of the majority  undertake to rob banks  While initially successful  a policeman who was involved in shooting one of the women s brothers is on their trail  As the women add to the loot  their tastes and interests begin to change and their suspicions of each other increase on the way to a climactic robbery ,6.717994,new line cinema,118.0,it s about crime  it s about payback  it s about survival ,6.9,66
3195,9000000,drama,39806,biography  historical figure  princess  drama  based on true story,princess kaiulani,Lush scenery and gorgeous photography highlight this bio of Princess Kaiulani  Q Orianka Kilcher   a 19th century Hawaiian princess raised in England but determined to maintain her people s independence from aggressive American businessmen  After being sent to England as a child by her Scottish father  Kaiulani returns to Hawaii and becomes a political activist who fights to retain her throne  even though she must leave her English paramour ,0.717811,island film group  trailblazer films  screen east,130.0,her heart was torn between love and the future of hawaii   ,4.8,14
